case,class,P0,P1,P2
972.png,2,4.2813564505195245e-05,0.22162334620952606,0.7783339023590088
973.png,2,1.4381065227553336e-08,2.418593612674158e-05,0.9999758005142212
974.png,2,1.1813031441931798e-08,1.5197605534922332e-05,0.999984860420227
975.png,2,6.7934973202454785e-09,1.081598111341009e-05,0.9999891519546509
976.png,2,1.1423503032403914e-08,2.198797847086098e-05,0.9999780654907227
977.png,2,1.6063413710298846e-08,1.4733894204255193e-05,0.9999852180480957
978.png,2,7.099139054389525e-09,5.745175258198287e-06,0.9999942779541016
979.png,2,8.980694410354317e-09,5.585909093497321e-06,0.9999943971633911
980.png,2,1.0088396784624365e-08,2.4236944227595814e-05,0.9999758005142212
981.png,2,4.077017834447361e-09,6.031291377439629e-06,0.9999939203262329
982.png,2,4.329014924309149e-09,6.487701739388285e-06,0.9999935626983643
983.png,2,1.8006660411629127e-06,0.005277956370264292,0.9947202205657959
984.png,2,2.517861616979644e-07,0.0020858943462371826,0.9979138970375061
985.png,2,1.213716274151011e-07,0.00014937049127183855,0.9998505115509033
986.png,1,1.2441451872291509e-05,0.993755578994751,0.006231934297829866
987.png,2,1.4444737850283218e-08,1.0461049896548502e-05,0.9999895095825195
988.png,2,4.455897396837827e-06,0.026262952014803886,0.973732590675354
989.png,2,2.8087127290632452e-08,7.02997058397159e-05,0.999929666519165
990.png,2,1.4431439865347784e-07,0.0003930549428332597,0.9996069073677063
991.png,2,4.85050719589708e-08,6.000500434311107e-05,0.999940037727356
992.png,2,5.559718729841734e-08,7.035356247797608e-05,0.999929666519165
993.png,2,3.1940708140609786e-05,0.26992136240005493,0.7300466895103455
994.png,1,0.0035934357438236475,0.9953771829605103,0.0010294192470610142
995.png,2,1.9389934990954316e-08,6.773513177904533e-06,0.9999932050704956
996.png,2,3.91853802739206e-08,1.1456992979219649e-05,0.9999885559082031
997.png,1,0.00656047323718667,0.9920920133590698,0.001347518409602344
998.png,2,3.7748537806692184e-07,0.00017523166025057435,0.9998244643211365
999.png,2,5.8205149144896495e-08,1.496981167292688e-05,0.9999849796295166
1000.png,2,1.535901539284623e-08,3.16028081215336e-06,0.9999967813491821
1001.png,1,0.009591998532414436,0.9886953234672546,0.0017127564642578363
1002.png,2,3.7860868218331234e-08,2.0851939552812837e-05,0.9999791383743286
1003.png,2,6.152714604468201e-08,3.712501347763464e-05,0.9999628067016602
1004.png,2,6.613144876155275e-08,4.310112854000181e-05,0.9999567270278931
1005.png,2,1.0938534842352965e-06,0.0003064273623749614,0.9996925592422485
1006.png,2,9.602745620895803e-08,1.8351500330027193e-05,0.9999815225601196
1007.png,2,3.2055147869414213e-08,2.4913906599977054e-05,0.9999750852584839
1008.png,2,8.010233365496333e-09,5.906249498366378e-06,0.9999940395355225
1009.png,2,6.542751407323522e-08,8.263540803454816e-05,0.9999172687530518
1110.png,1,0.0003180256171617657,0.9996600151062012,2.1999734599376097e-05
1111.png,2,2.1726079069139814e-07,8.130123023875058e-05,0.9999184608459473
1112.png,2,1.5098127192914035e-08,5.121151843923144e-06,0.9999948740005493
1113.png,1,8.342723594978452e-05,0.9964691400527954,0.0034474837593734264
1114.png,2,2.1328657950903107e-08,3.8566282455576584e-05,0.9999613761901855
1115.png,2,1.012957454804564e-06,0.00011936377268284559,0.9998797178268433
1116.png,2,3.0095127385720843e-06,0.0023104804567992687,0.997686505317688
1117.png,2,2.1843035824531398e-08,4.422468555276282e-05,0.9999557733535767
1118.png,2,5.995772767164453e-08,4.064314634888433e-05,0.9999592304229736
1119.png,2,1.1861351900677164e-08,1.0951262993330602e-05,0.9999890327453613
1121.png,2,1.721036278468091e-05,0.0526830293238163,0.9472998380661011
1122.png,2,1.2230148627168091e-07,1.409799006069079e-05,0.9999858140945435
1123.png,2,5.9041333599907375e-08,6.002583177178167e-05,0.9999399185180664
1124.png,1,8.215021807700396e-05,0.9962348341941833,0.0036830869503319263
1125.png,2,7.858438344499064e-09,3.3571943731658394e-06,0.9999966621398926
1126.png,2,4.868049074957526e-09,4.732450634037377e-06,0.999995231628418
1128.png,2,3.734626830009802e-09,5.048458206147188e-06,0.9999949932098389
1130.png,0,0.9904727339744568,0.00952491071075201,2.395256160525605e-06
1131.png,2,1.5902455743344035e-06,0.00011999076377833262,0.9998784065246582
1132.png,2,4.735575931391622e-09,2.92902495857561e-06,0.9999970197677612
1133.png,2,6.0910984757356346e-05,0.45890626311302185,0.5410328507423401
1134.png,1,0.00011638888099696487,0.9981803894042969,0.0017032839823514223
1135.png,2,8.021385333734088e-09,3.2287302929034922e-06,0.9999967813491821
1136.png,2,8.473761248239953e-09,6.7093387770000845e-06,0.9999933242797852
1137.png,2,4.291326405336804e-09,7.366217687376775e-06,0.9999926090240479
1138.png,2,3.819183191922093e-09,2.903142558352556e-06,0.9999971389770508
1139.png,0,0.9981938004493713,0.0018050740472972393,1.2413706826919224e-06
1140.png,2,2.4844043764460366e-06,0.008419057354331017,0.9915784597396851
1141.png,2,2.7971572080787155e-07,0.0008759584161452949,0.999123752117157
1142.png,2,1.0210245982023025e-08,6.007325737300562e-06,0.9999940395355225
1143.png,2,0.000920417660381645,0.08052734285593033,0.9185521602630615
1144.png,2,3.070204002142418e-08,0.00012379881809465587,0.9998761415481567
1145.png,2,8.233275252678141e-07,0.00012246679398231208,0.9998767375946045
1146.png,1,0.000377541029592976,0.9992534518241882,0.0003689884324558079
1147.png,1,1.897200672829058e-05,0.9992081522941589,0.0007729104836471379
1148.png,0,0.9997710585594177,0.0002288762480020523,1.0359021729300366e-07
1149.png,1,0.0001451460411772132,0.9980300068855286,0.0018247899133712053
1150.png,2,3.696012607079524e-09,3.260723360654083e-06,0.9999967813491821
1151.png,2,1.8002610957523757e-08,1.9624918422778137e-05,0.9999803304672241
1152.png,2,2.577799840253192e-08,0.00013460215996019542,0.9998654127120972
1153.png,2,1.5311087508962373e-08,1.0108788046636619e-05,0.9999898672103882
1154.png,2,8.92476759162264e-09,7.877864845795557e-06,0.9999921321868896
1155.png,0,0.9998514652252197,0.00014854627079330385,3.8341958941146004e-08
1156.png,2,9.133076872558377e-08,0.0001370121754007414,0.9998629093170166
1157.png,2,1.2767765511512152e-08,1.34694282678538e-05,0.9999865293502808
1158.png,2,1.1617497648330755e-06,0.00012050462100887671,0.9998782873153687
1159.png,2,1.6165759006980807e-06,0.00113721564412117,0.9988610744476318
1160.png,2,1.424038259756344e-06,0.001445830101147294,0.9985527396202087
1161.png,1,0.0005114175728522241,0.9956656098365784,0.0038229925557971
1162.png,2,8.224900760467335e-09,6.9063562477822416e-06,0.999993085861206
1163.png,2,5.274149472711542e-08,2.0273198970244266e-05,0.9999797344207764
1164.png,2,5.4046527253603927e-08,3.735689460881986e-05,0.9999626874923706
1165.png,2,0.0001655533560551703,0.3456189036369324,0.6542155146598816
1166.png,2,8.098528070377142e-09,3.2566802019573515e-06,0.9999967813491821
1167.png,1,3.958350862376392e-05,0.9696745276451111,0.030285904183983803
1168.png,1,1.5719333532615565e-05,0.999894380569458,8.983146835817024e-05
1169.png,2,6.537239194415179e-09,9.691446393844672e-06,0.9999903440475464
1170.png,2,2.577864810504593e-09,2.0707141175080324e-06,0.9999979734420776
1171.png,2,6.768426885628287e-08,5.011948451283388e-05,0.9999498128890991
1172.png,2,4.542836506971071e-08,3.426718831178732e-05,0.9999657869338989
1173.png,2,1.4205424392343957e-08,4.652461029763799e-06,0.9999953508377075
1174.png,2,4.141564247106544e-08,0.00012217843323014677,0.9998778104782104
1175.png,2,1.0219727286653324e-08,2.9432687824737513e-06,0.9999970197677612
1176.png,2,8.303227616579534e-08,1.6280888303299434e-05,0.999983549118042
1177.png,1,0.015025081112980843,0.980878472328186,0.004096508491784334
1178.png,1,0.0003616263857111335,0.9946387410163879,0.004999664146453142
1179.png,2,1.319543230238196e-08,2.734116969804745e-05,0.9999727010726929
1180.png,2,8.101795145876167e-08,0.00018574163550511003,0.9998142123222351
1181.png,2,5.730554697436219e-09,1.3622196092910599e-05,0.9999864101409912
1182.png,2,4.859837421378188e-09,8.814018656266853e-06,0.9999911785125732
1183.png,2,7.210879893193578e-09,1.3234265679784585e-05,0.9999867677688599
1184.png,2,1.0921612947356607e-08,1.787722976587247e-05,0.9999821186065674
1185.png,2,1.0470172284726686e-08,1.3760783986072056e-05,0.9999862909317017
1186.png,2,4.75889372353322e-09,8.24554172140779e-06,0.999991774559021
1187.png,2,5.943077585612855e-09,1.1938700481550768e-05,0.9999880790710449
1188.png,2,3.412396809565621e-09,7.061516953399405e-06,0.9999929666519165
1189.png,2,5.291364679749222e-09,7.305075541808037e-06,0.9999927282333374
1190.png,2,1.2341051842668094e-06,0.0005363388336263597,0.9994624257087708
1191.png,0,0.9998891353607178,0.00011088331666542217,1.8164649784324638e-09
1192.png,2,6.444523137361102e-08,8.456069190287963e-05,0.999915361404419
1193.png,2,1.632493429326587e-08,3.40152473654598e-05,0.999966025352478
1194.png,2,5.559953386580219e-09,8.642279681225773e-06,0.9999914169311523
1195.png,2,5.675007130889753e-09,1.146161594078876e-05,0.9999885559082031
1196.png,2,3.932078662671756e-09,5.928042810410261e-06,0.9999940395355225
1197.png,2,4.646317108836229e-09,9.465439688938204e-06,0.9999905824661255
1198.png,2,5.957413229396025e-09,1.1641373930615373e-05,0.999988317489624
1199.png,2,3.48743789402306e-09,7.863730388635304e-06,0.9999921321868896
1200.png,2,5.177204887019116e-09,1.1401993106119335e-05,0.9999885559082031
1201.png,2,3.6862111141289233e-09,5.612539098365232e-06,0.9999943971633911
1202.png,2,3.4791636238651336e-08,0.00013695366214960814,0.9998630285263062
1203.png,2,7.543167868107048e-09,9.774696991371457e-06,0.9999902248382568
1204.png,2,5.576915818039652e-09,1.0292409569956362e-05,0.9999897480010986
1205.png,2,6.150527198656164e-09,1.0726960681495257e-05,0.9999892711639404
1206.png,1,0.006428972352296114,0.9918912649154663,0.001679755630902946
1207.png,2,7.868769671404152e-07,0.003099598689004779,0.9968996047973633
1208.png,2,1.3741624798058183e-06,0.006444327533245087,0.9935542345046997
1209.png,2,6.352755121952214e-08,7.757158891763538e-05,0.9999222755432129
1210.png,1,0.00036645607906393707,0.9988768696784973,0.0007567183347418904
1211.png,2,4.058714239363326e-06,0.016177065670490265,0.9838188290596008
1212.png,2,4.333984904292265e-08,6.11130817560479e-05,0.9999388456344604
1213.png,2,9.168297765427269e-08,7.78006506152451e-05,0.9999220371246338
1214.png,2,2.1765686142316554e-07,0.00032077060313895345,0.9996789693832397
1215.png,2,9.221798222824873e-07,0.0006122697959654033,0.9993867874145508
1216.png,2,9.642362641670843e-08,5.7303153880639e-05,0.9999425411224365
1217.png,2,1.2974364693718599e-08,2.1616067897411995e-05,0.9999784231185913
1218.png,2,3.884476296178718e-09,5.765175501437625e-06,0.9999942779541016
1219.png,1,0.0005315550370141864,0.5692429542541504,0.4302254915237427
1220.png,1,0.00030581862665712833,0.7064982056617737,0.2931959927082062
1221.png,2,2.209553073839743e-08,2.945781670860015e-05,0.999970555305481
1222.png,2,3.181368811056018e-05,0.07609022408723831,0.923878014087677
1223.png,2,5.345743829821004e-07,0.0004814945568796247,0.9995180368423462
1224.png,1,0.00019891468400601298,0.986549973487854,0.013251068070530891
1225.png,2,8.563110220904946e-09,2.3340592179010855e-06,0.999997615814209
1226.png,2,5.9310828248726466e-08,0.00019991624867543578,0.9998001456260681
1227.png,2,5.715744677559087e-08,4.219981929054484e-05,0.999957799911499
1228.png,2,3.014847152371658e-06,0.009901665151119232,0.9900952577590942
1229.png,0,0.9999940395355225,5.986229098198237e-06,5.232269728594474e-09
1230.png,1,0.0001864214864326641,0.9985659718513489,0.0012476235860958695
1231.png,1,0.002671615220606327,0.9970115423202515,0.0003168531693518162
1232.png,2,1.432196228279281e-08,2.0754665456479415e-05,0.9999792575836182
1233.png,1,7.93472136138007e-05,0.9968311190605164,0.003089555539190769
1234.png,2,6.001180281600682e-07,0.0014669392257928848,0.9985324144363403
1235.png,2,5.4996093012960046e-08,4.030454147141427e-05,0.9999597072601318
1236.png,2,7.410644542460432e-08,6.137556738394778e-06,0.9999938011169434
1237.png,2,5.671506642102031e-06,0.0021639512851834297,0.997830331325531
1238.png,2,9.310519999417011e-07,0.00013371332897804677,0.9998652935028076
1239.png,2,3.3211898653462413e-07,0.0001629002799745649,0.9998366832733154
1240.png,2,5.8197979768692676e-09,2.277648036397295e-06,0.9999977350234985
1241.png,2,7.45626316245307e-09,4.709219410869991e-06,0.999995231628418
1242.png,2,4.313410517653438e-09,3.198826334482874e-06,0.9999967813491821
1243.png,2,1.107309253711719e-05,0.010060911066830158,0.9899279475212097
1244.png,2,6.926749847480096e-06,0.08965414017438889,0.9103388786315918
1245.png,2,9.769411057902744e-09,2.0839652279391885e-05,0.9999791383743286
1246.png,0,0.9999852180480957,1.4824705431237817e-05,4.933901287529352e-09
1247.png,1,0.0037264665588736534,0.9947769641876221,0.0014965354930609465
1248.png,2,1.4197057680576108e-06,0.002626042813062668,0.9973725080490112
1249.png,2,3.366820067185472e-08,4.696129690273665e-05,0.999953031539917
1250.png,1,0.001017326838336885,0.9387750029563904,0.06020766869187355
1251.png,2,9.129129452389861e-09,1.5641355275874957e-05,0.9999843835830688
