case,class,P0,P1,P2
564.png,2,0.0004199429724326748,0.0010229529708046861,0.9985571220356781
569.png,2,0.00024475564343578196,0.0017098022724100301,0.9980454650867325
571.png,2,0.0005259632279700238,0.0009036987643539152,0.9985702785177064
576.png,2,0.0005938342635889194,0.0009729820623845426,0.9984332038086915
578.png,2,0.0005316913056103607,0.0009146749654151589,0.998553633906067
579.png,2,0.000524816263029222,0.0009025988548030365,0.9985725971513122
587.png,2,0.0005800391836985917,0.0009146665840523343,0.9985053242978699
589.png,2,0.0005225924396034037,0.0008900851667299594,0.9985873637946747
599.png,2,0.0005192555735132468,0.0009177593942960319,0.9985630138362306
608.png,2,0.0004646896170247088,0.0009347012448636892,0.9986006227978699
610.png,2,0.00045600014776545116,0.0009270365269467334,0.9986170009793457
611.png,1,0.006357698374526515,0.9872426420493348,0.00639969983284682
612.png,2,0.0005115370091637555,0.0008884592823291457,0.9985999985351655
618.png,2,0.0005310554112767029,0.0009423348434870327,0.9985266373481171
621.png,2,0.0005497859556676047,0.0009092521429446459,0.9985409957761505
623.png,2,0.0005594914727495473,0.0008927423403897101,0.9985478148420502
626.png,2,0.0005255565428581849,0.0008865168761135224,0.9985879721073792
627.png,1,0.005216277071152361,0.9860870348820039,0.0086967186018122
630.png,1,0.003432398291205908,0.5276704202113149,0.4688971568497788
631.png,2,0.0005967050885527556,0.0009320691514698859,0.9984712585896729
632.png,2,0.0005626760306456192,0.00344680639278638,0.9959905535595993
633.png,2,0.0004771971582319245,0.0009250754363884431,0.9985977514406617
634.png,2,0.0005835142518125146,0.0010308476769895752,0.9983856291409852
635.png,2,0.0005658492395104123,0.0010342276155436824,0.9983999431851656
636.png,2,0.0005445400529975128,0.0009204537664186899,0.9985349564304109
638.png,2,0.0003174877041857416,0.0012347953236529071,0.9984477266867249
639.png,2,0.0005306099533394819,0.0009002536450722303,0.9985691263954926
641.png,2,0.0004837623867542708,0.0009827663371713103,0.998533469230658
648.png,2,0.0002360030245631196,0.15031316644142304,0.849450834163179
649.png,2,0.000434290839802792,0.001048248158621768,0.9985174925631226
651.png,2,0.00034768123807519364,0.003111029940059285,0.9965412438579133
652.png,2,0.00030525907073049015,0.0068236819046790555,0.9928710759468904
653.png,2,0.00047304123426272315,0.0009418531937307471,0.998585121216736
655.png,2,0.0005366181780878792,0.0011352185444979,0.9983282075990478
656.png,2,0.0005430669710570502,0.0009125586064746899,0.9985443518759034
657.png,2,0.0005785361722759593,0.0009178223702163486,0.9985036416687714
661.png,2,0.00029580301291750797,0.0013466052279985533,0.9983576016541077
663.png,2,0.0002337762066526434,0.001984279863959465,0.9977820009217392
664.png,2,0.0005814433176308367,0.0009675503033433461,0.9984510733341003
719.png,2,0.00047639474236719137,0.0009095997446448707,0.9986140295851655
727.png,2,0.0004833312908983224,0.001110426356732365,0.9984062555146027
728.png,2,0.0004985540970108189,0.000955913456899632,0.9985455885954926
729.png,2,0.0005619837693686368,0.0011111190335200902,0.9983269138404145
736.png,2,0.0004038919925533885,0.0009717341007375957,0.9986243872364776
737.png,1,0.01416061367869161,0.9710266706610764,0.014812740387844681
741.png,2,0.0005049225339108344,0.0009140692149125782,0.9985810129451691
756.png,2,0.00027402493598247663,0.001246015437576877,0.9984799950078735
758.png,1,0.003716067313589437,0.9863816917856689,0.009902252979319846
770.png,2,0.00023571452143578026,0.04911619861150816,0.9506481290373505
771.png,2,0.0004964595403085765,0.0008895351215216032,0.998614026489673
776.png,2,0.0004874390476989513,0.0010096716903855358,0.9985028953444275
779.png,2,0.0003969224570623273,0.001127076992386742,0.9984759510005891
782.png,2,0.0005382536928237723,0.0008946884808682899,0.9985670505804108
783.png,2,0.0004833281211828641,0.0009470177770063875,0.9985696540250854
785.png,2,0.0005559286574082728,0.0008727007986692748,0.9985713732862306
786.png,2,0.000647392907641385,0.02827329182575272,0.971079346343509
787.png,2,0.00024969089047758615,0.0025819218255669803,0.9971684216377106
788.png,2,0.0005548403973750016,0.0012609584895972802,0.998184171138707
789.png,2,0.0005112648303029866,0.0008780125949826632,0.9986107260809052
792.png,2,0.000625369313928609,0.001131898112467864,0.9982427669991822
793.png,2,0.0002631146960711672,0.00143453257545399,0.9983023655690553
794.png,2,0.0005183139088301147,0.0009108275446668786,0.9985708461047547
797.png,2,0.00019006455531941712,0.0069431461134027254,0.9928667576136398
799.png,2,0.00045367465928811634,0.0013873221028049452,0.998158998801091
800.png,2,0.0005888696151776057,0.000972212185193978,0.998438909815329
802.png,2,0.0005138956400095889,0.0008928596064729798,0.9985932437425447
806.png,1,0.0025183896478926993,0.9825709536979721,0.014910676252306661
825.png,2,0.0005246422017421788,0.0074050867038715,0.9920702966566528
826.png,2,0.00046310668530062595,0.0009388776258902901,0.9985980244080446
828.png,2,0.00046024894308879,0.2886860542572296,0.7108537196379967
829.png,2,0.0004375460690790082,0.0010028470333726816,0.9985595910340241
833.png,2,0.00018515424897409143,0.005037927189651305,0.9947768879944886
834.png,2,0.00047937223765181906,0.00150557015252914,0.9980150521746689
838.png,2,0.0006964855242820254,0.10268312346777378,0.8966203687165422
840.png,1,0.01093214142163923,0.978844591809497,0.010223245696734391
865.png,0,0.9949212191116394,0.003656072859296127,0.0014226995419273035
868.png,0,0.9942268089796112,0.004552477772764056,0.0012207170514932858
871.png,2,0.0005686223068764969,0.0009875173875354246,0.9984438421386077
878.png,0,0.994010685376645,0.0048227523386610545,0.0011665719731138455
882.png,2,0.0005153548124594407,0.0012863390210730802,0.9981983452699492
883.png,1,0.004441075987228389,0.9888919369974014,0.006666958187205436
884.png,2,0.0005390134226773043,0.0008911530147437609,0.9985698400399201
885.png,2,0.000563849276791926,0.0008901342585611848,0.9985460474235262
886.png,2,0.0004486486122333385,0.00126653895320719,0.9982847916521134
887.png,1,0.004816455159007532,0.9887156457709275,0.006467895212231715
888.png,2,0.00025827816166220296,0.00176806404191131,0.9979736717138155
889.png,1,0.00794272249754481,0.9884265302671983,0.0036307387392714306
890.png,2,0.00029330150153490404,0.03986299269967037,0.959843735239061
891.png,2,0.00046143547054040173,0.002657234261654335,0.9968813014850418
892.png,2,0.00045563997814777375,0.0009628712932355851,0.9985814406478303
893.png,2,0.0003951386485846547,0.001040207831250845,0.9985646994147949
894.png,2,0.0004917896324638553,0.0009061990889674276,0.9986020296084442
895.png,0,0.9927267536791612,0.00629740965453039,0.00097585089985626
896.png,1,0.009406276914371155,0.9864876373455003,0.004106106238387904
897.png,1,0.0037791662408532983,0.9842778490223205,0.011943032920249
898.png,2,0.0004604525589432482,0.0016551523920219349,0.9978843987066116
899.png,1,0.011579332736588635,0.9853508456678315,0.003069785095460423
900.png,2,0.00042255210226945097,0.00171094266931674,0.997866430950763
901.png,1,0.0031845674249180163,0.9762784780458222,0.02053695473439531
902.png,1,0.009266721281640149,0.9868611393572313,0.0038721283944944253
903.png,1,0.004865238229502028,0.9883122308814332,0.00682252284602461
904.png,2,0.00048643449149307286,0.0009178163127854569,0.9985957087941986
905.png,1,0.0053729591760794,0.9805039748401674,0.014123061084642714
906.png,1,0.01863997263559348,0.9660785646566117,0.015281435364331566
907.png,2,0.0004360724631450315,0.0010684255930509651,0.9984955208454134
908.png,2,0.000511779235782145,0.0009200740865475387,0.9985681667757509
909.png,1,0.00266269575267685,0.9771787333250597,0.020158589883262117
910.png,1,0.010667347405087249,0.9863380952496383,0.0029945155267894143
911.png,0,0.9913465767018068,0.007488149159040671,0.0011652475962717012
912.png,1,0.0056081513510248,0.9890245837600297,0.005367229174242411
913.png,0,0.9940033583406618,0.004691675106485102,0.001304957808564756
914.png,1,0.00327145798790013,0.9739607497482666,0.022767810090034056
915.png,1,0.005456994762952775,0.9890087904951005,0.005534200850845045
916.png,1,0.004043754617190175,0.9890893148186525,0.006866918215099725
917.png,1,0.006145171094314205,0.9885433449227479,0.005311491671213931
918.png,1,0.009876230610629786,0.9825963212184845,0.0075274241251137705
919.png,1,0.0073011004886486056,0.9889336555600357,0.003765218451620225
920.png,1,0.0039974174915557905,0.9888318032724869,0.0071707730051910204
922.png,2,0.0005370010560477967,0.0012472843470366752,0.9982157410818071
923.png,1,0.006248294195054116,0.988402481178067,0.00534920456319725
924.png,0,0.9936006860983644,0.005283433710840675,0.0011158842470293435
925.png,1,0.00393518181730142,0.9793427047503662,0.016722126507694016
926.png,1,0.004113383850044973,0.9869565635586061,0.008930040283904936
927.png,0,0.9911293520524034,0.00786355828242507,0.0010071023685799738
928.png,2,0.0006703217290797474,0.0015586488010372501,0.997771003663211
929.png,2,0.0005207919632461991,0.0009058714427773385,0.9985733359943512
930.png,2,0.0003279967636311333,0.001404132037597635,0.9982678726798478
931.png,2,0.0005219935031952305,0.0009549475918085737,0.9985230833375427
932.png,1,0.006173755157556361,0.9886516825888962,0.005174557059191572
933.png,2,0.0005786693041486299,0.0009765593627144559,0.9984447910679535
934.png,2,0.0006261286081035311,0.0010589926972962211,0.9983148725491822
935.png,1,0.010742321211953077,0.9860149652989426,0.003242737642160656
936.png,2,0.00042918802420763947,0.0010676189518191114,0.9985032392368958
937.png,2,0.00043322179560542813,0.0011108055809578635,0.9984559698441041
939.png,2,0.0002522739066314692,0.0017302232236732203,0.9980174827064057
940.png,2,0.00036839755358532235,0.0017280358465050303,0.9979035644272644
941.png,2,0.00044501058506107887,0.001060702085419915,0.998494318366562
942.png,2,0.0005783904078088861,0.00091734516534695,0.9985042961560671
943.png,2,0.00038270983094602993,0.000995498447898617,0.9986218066369722
944.png,1,0.0044630529494338106,0.8275700151288544,0.1679669288830223
945.png,2,0.001765633098861057,0.2520221303879987,0.7462122412413346
946.png,1,0.004286356972688446,0.5248940195616739,0.47081958649197236
947.png,2,0.0005469388183526287,0.0009263533830480854,0.99852674303779
948.png,1,0.008496161059233832,0.9767035886713045,0.014800289532191537
949.png,2,0.0005237809524089451,0.3034143138583893,0.6960619285272514
950.png,1,0.0046575251732572055,0.9060907078311342,0.08925173098866272
951.png,2,0.000455775948591221,0.000997691736237825,0.9985465123763291
952.png,1,0.019690230361454043,0.9734595642075974,0.006850215855566286
953.png,1,0.00820461975782949,0.9866300464026581,0.0051653840883966835
954.png,1,0.01039813478354871,0.9865094335621963,0.00309243637596538
955.png,1,0.014416082741693372,0.9824905770612367,0.003093321352756485
956.png,2,0.0005200955809098633,0.0009449646629135851,0.9985349386951111
957.png,2,0.0005110825575896299,0.0009505905174245627,0.9985383170584443
958.png,2,0.000489475436386534,0.0008830657286992171,0.9986274552899199
959.png,2,0.000481602208048525,0.0009057919704537524,0.9986126468343477
960.png,2,0.0005372406561257813,0.0008956706480173938,0.9985670400793457
961.png,2,0.000354667779029422,0.009942284500572895,0.9897030591524796
962.png,2,0.0005833808335103932,0.0009213544939968922,0.9984952944086916
963.png,2,0.0005461837830519144,0.0009221828061069103,0.9985315886528718
964.png,2,0.00024395059741326824,0.3247318793489136,0.6750241351520753
965.png,2,0.0003516771579119741,0.0011487360197322853,0.9984996438270813
966.png,2,0.0005356481975631232,0.0008784025060727178,0.9985859261327881
967.png,2,0.0002048366583505254,0.005698450125035595,0.9940966783185471
968.png,2,0.0002826970013493276,0.0016033034605670952,0.9981140093902452
969.png,2,0.00047018881076663066,0.0009027143331215304,0.998627087468448
970.png,2,0.0005603805882378282,0.0009244025077188428,0.9985151990235261
971.png,2,0.0003890826394336819,0.001379322923183568,0.9982316358448456
972.png,2,0.00033505740402733783,0.1008043763942867,0.898860587011554
973.png,2,0.0005170499214793525,0.0008896555212570338,0.9985932943813995
974.png,2,0.0003040904158641489,0.0018126055224907153,0.9978833673891022
975.png,2,0.0005469863070737942,0.0009069678415010345,0.9985460311795928
976.png,2,0.0005387559905763647,0.0009019104403118876,0.9985594001708253
977.png,2,0.0005056359785361697,0.0008841211523919149,0.998610186671643
978.png,2,0.0005880967446125745,0.0009239662288661893,0.9984879522793457
979.png,2,0.0005750609413124847,0.0009236707090920739,0.9985012499235262
980.png,2,0.0005154749897785531,0.0009012818249024182,0.9985832629313995
981.png,2,0.0005555744346580256,0.0009065356811198479,0.9985378501468047
982.png,2,0.0005064507480567159,0.0009013763657827248,0.998592190364264
983.png,2,0.0003161698497185233,0.00360853731661889,0.9960752547046082
984.png,2,0.0003619198037727641,0.0019315845058066952,0.9977065310668778
985.png,2,0.00031180451723233677,0.0011730186710723102,0.9985151799979065
986.png,1,0.0027837762533425314,0.979494053147638,0.017722146934023412
987.png,2,0.00047238610013203264,0.000905313772453447,0.9986222967121339
988.png,2,0.000267616103828577,0.01712037405666171,0.9826120081039094
989.png,2,0.0004282057892072808,0.023912265817627874,0.9756594955836244
990.png,2,0.0002679941414793941,0.00151669452427494,0.9982153862654679
991.png,2,0.00034565282728238155,0.0010374831519544,0.9986169012273102
992.png,2,0.00044394046873428433,0.0009503631531150893,0.9986057100836243
993.png,2,0.00021725071866327442,0.1239404958300247,0.8758422330796556
994.png,1,0.01150626003472062,0.9844838516322296,0.00400990321117745
995.png,2,0.0005576097254707459,0.001224448480930057,0.998217948031723
996.png,2,0.0027630047834211234,0.046906968296840656,0.9503300503586914
997.png,1,0.00992882325673397,0.9835608289615815,0.006510342334321036
998.png,2,0.00048122846842013015,0.001261245347112725,0.9982575894945115
999.png,2,0.00048422309231711526,0.0011293485652528175,0.9983864367332824
1000.png,2,0.0006539618615569268,0.001140234526365469,0.998205788657132
1001.png,1,0.023731241489586483,0.9715468347102646,0.004721950308916011
1002.png,2,0.0002940723373906982,0.001401187522798766,0.998304785818448
1003.png,2,0.0004030561372157201,0.0010262070560649356,0.9985707612657472
1004.png,2,0.0002372568591519427,0.0018110892578430012,0.997951598612552
1005.png,2,0.00042869583406790593,0.0013044621130687052,0.9982668953090119
1006.png,2,0.000528026162355294,0.0011266155251485122,0.9983453454020539
1007.png,2,0.00020899242481654126,0.0051861502579699905,0.9946048603663178
1008.png,2,0.0005497539046050145,0.000896465012274265,0.9985537707409851
1009.png,2,0.000311951492381333,0.001227928783615547,0.9984601335388734
1110.png,1,0.009318905077722766,0.9873084169977906,0.00337268458056972
1111.png,2,0.0003626759173558111,0.0011591526036074378,0.9984781594306763
1112.png,2,0.0003934927441572368,0.0010071374683297656,0.9985993370002473
1113.png,1,0.008673638406177405,0.9814983143737579,0.00982806744171803
1114.png,2,0.00028660359789607794,0.0018029622771050097,0.9979104178355835
1115.png,2,0.0005972465308546622,0.00118157229770726,0.9982211989720795
1116.png,2,0.00026112973073235746,0.00495318290555964,0.9947856918429597
1117.png,2,0.0004805085293661211,0.0009319457584987434,0.9985875112091096
1118.png,2,0.00048034363097745225,0.000931337265856998,0.9985882473903381
1119.png,2,0.0002868891876083553,0.0012153983183469988,0.9984977381354125
1121.png,2,0.00022612986325310644,0.027201029195717336,0.9725728764797456
1122.png,2,0.0005302335856688223,0.0010195430955273108,0.9984502464925447
1123.png,2,0.00048770056860012004,0.0009384622742973018,0.99857382053313
1124.png,1,0.0074052075981346525,0.9871869309373826,0.005407895777649356
1125.png,2,0.000527484886297255,0.0009202835374679247,0.9985522465629517
1126.png,2,0.0005889883906220838,0.0009008274027853168,0.9985101652827881
1128.png,2,0.0005089689305820735,0.0009099186561927664,0.9985811471444275
1130.png,0,0.9879827349385055,0.0106742013198384,0.0013430762152722368
1131.png,2,0.0007152222605084506,0.001762091793700235,0.9975227012360963
1132.png,2,0.00047150943100916917,0.0009143224612313591,0.9986141697454927
1133.png,1,0.0017977301431408104,0.6449483099008598,0.35325400083405306
1134.png,1,0.0039199513464486056,0.9865468276819336,0.009533257792058132
1135.png,2,0.0005166411596234002,0.0008872983286318066,0.9985960483071319
1136.png,2,0.0004491266631925618,0.0009318828524496501,0.9986190138259032
1137.png,2,0.0005745555810968826,0.0009198254479593196,0.9985056251608218
1138.png,2,0.0005944901186324364,0.0009255808641512586,0.998479962339673
1139.png,0,0.9856362134022172,0.01215138362128374,0.002212455116807212
1140.png,2,0.00033364853196940074,0.00505423855944895,0.9946121410828584
1141.png,2,0.0004390473220743635,0.00134503283726534,0.9982159050027206
1142.png,2,0.000544057994610692,0.0008867782465817853,0.9985691619409851
1143.png,2,0.00103146669717172,0.04023155718516864,0.9587369828183778
1144.png,2,0.0003726421159180097,0.0010619097181425701,0.9985654131466706
1145.png,2,0.00030865704738637054,0.0061568375572920355,0.9935345261175721
1146.png,1,0.006930894963316806,0.9847788720208848,0.00829021249460511
1147.png,1,0.00454018375302773,0.9856206848323715,0.009839144867641196
1148.png,0,0.9928531692517379,0.0059603854116009,0.0011864417155977819
1149.png,1,0.00590156426852974,0.9879734499984879,0.00612495011101704
1150.png,2,0.0005488967132056732,0.0008912259755122944,0.9985598891071319
1151.png,2,0.0004964661511749308,0.0008820480632902503,0.9986215266102508
1152.png,2,0.0005011034000992811,0.0009442323219820451,0.9985546842204438
1153.png,2,0.0005110861399893791,0.0008932554546209865,0.9985956907946747
1154.png,2,0.0005405792161454163,0.000898210789180608,0.9985612229341003
1155.png,0,0.9932688759013488,0.0053890187218569845,0.0013421448538815238
1156.png,2,0.00019421419884592652,0.0018318860289303152,0.9979739291926575
1157.png,2,0.0005051482954944802,0.06467555129272055,0.9348192693076264
1158.png,2,0.0005156555373941749,0.0013241567294539599,0.9981601701919159
1159.png,2,0.0005039444591553141,0.0018823255898544951,0.9976136984014343
1160.png,2,0.00022683491721689036,0.0027655385455162404,0.997007632529094
1161.png,1,0.00731440575778349,0.9867724239764604,0.005913188050108696
1162.png,2,0.0005067231012053422,0.000880497010311502,0.9986127927375428
1163.png,2,0.0006291995336726273,0.0009998637895366098,0.9983709467893493
1164.png,2,0.00038466572093726417,0.001025097552573969,0.9985902788215668
1165.png,2,0.000534098810224795,0.16378096898661956,0.8356849029469468
1166.png,2,0.0005442808943376318,0.0008778272560908808,0.9985779197571318
1167.png,1,0.006177480378880695,0.9758045374403,0.018017989632792712
1168.png,1,0.006616115700089678,0.9891365232562561,0.004247325210761177
1169.png,2,0.0005202462917576375,0.0009624694008772302,0.998517325771396
1170.png,2,0.0005854937600391648,0.0009357585713528787,0.9984787312989349
1171.png,2,0.0005118621079209854,0.0011120251180307753,0.9983761194000947
1172.png,2,0.0005243194927642814,0.0010183452347403044,0.9984573630202545
1173.png,2,0.0005554420424409766,0.0008995181574633939,0.9985450014769686
1174.png,2,0.0005537564370391119,0.0009514786449535451,0.9984947802151947
1175.png,2,0.0005479426488772791,0.0009472573709521133,0.9985047741954927
1176.png,2,0.0005238722145242747,0.0010657700497364849,0.9984103307031189
1177.png,1,0.01089825670084136,0.9608982266976838,0.02820355437130294
1178.png,1,0.004740847723569996,0.9772102563073747,0.018048892565903897
1179.png,2,0.0005334861379445361,0.0008872132763641213,0.9985793112327118
1180.png,2,0.00024470120807815643,0.0013706387359772951,0.9983846961450059
1181.png,2,0.0005654938787496139,0.0009063991382418098,0.9985281274134461
1182.png,2,0.0005802934369268396,0.0009239645083953202,0.9984957205306579
1183.png,2,0.000532749744895952,0.000886961369555903,0.998580297995987
1184.png,2,0.00048546571472582635,0.0009093748533946427,0.9986051855729554
1185.png,2,0.00044875576157752816,0.0009789251027937326,0.9985723630692658
1186.png,2,0.0004994296415021756,0.0009111274437746335,0.9985894354015596
1187.png,2,0.0005432046743849135,0.0008876923152166978,0.9985691191819702
1188.png,2,0.0005639214855785643,0.0009171082826290298,0.9985189811433625
1189.png,2,0.0005579636311141059,0.0008960252839938138,0.9985460339550019
1190.png,2,0.0005803169473329202,0.001667505225131835,0.9977521596189469
1191.png,0,0.9913603770123229,0.007270268892499431,0.0013693693674092405
1192.png,2,0.00037122840035411816,0.001008271561356296,0.9986204994819885
1193.png,2,0.0005455814962204321,0.000911166661314457,0.9985432461086152
1194.png,2,0.000527385401979024,0.0009096240758565517,0.9985629828190186
1195.png,2,0.000541413753753209,0.0009159450771733551,0.9985426648086915
1196.png,2,0.0005576176194353983,0.0009052489692646847,0.9985371502909851
1197.png,2,0.0005400305908426989,0.0008945543478600222,0.9985654431097566
1198.png,2,0.0005306157308359532,0.0008863760182687769,0.9985830276203308
1199.png,2,0.0005536860193470523,0.000914930478674886,0.9985313909341005
1200.png,2,0.0005526401297421993,0.0009364431468977537,0.9985109314586915
1201.png,2,0.0005430810087950013,0.0009451018925942644,0.9985118390735261
1202.png,2,0.0005305137562363074,0.0009771415479673201,0.9984923572868378
1203.png,2,0.0005459350444255408,0.0009109641636461173,0.9985431210272157
1204.png,2,0.0005080441096121182,0.0008951233843064804,0.9985968334004944
1205.png,2,0.0005538720177372395,0.0008961604323066729,0.9985499694737732
1206.png,1,0.011021876408533245,0.9828536391119599,0.006124489533906306
1207.png,2,0.0014778691446352135,0.37287668071005214,0.6256454265588134
1208.png,2,0.00013974087311591265,0.0068889279899602505,0.9929712787771148
1209.png,2,0.0004477164873980488,0.000942258715012936,0.9986100060444458
1210.png,1,0.004664189585578756,0.9798398436053238,0.01549597345063381
1211.png,2,0.0003676913714077135,0.00853532570172059,0.9910969493268205
1212.png,2,0.0005180089529320693,0.0009529688367902215,0.9985289989355073
1213.png,2,0.0003220244573399444,0.0020298157427768603,0.9976481572060854
1214.png,2,0.0017239733955876405,0.4611824429714126,0.5370935816224578
1215.png,2,0.0004122142809200272,0.0013611284581844301,0.9982266292865478
1216.png,2,0.0003917335906318876,0.0010162176192462875,0.9985920309050964
1217.png,2,0.0004947324884641122,0.0008928660805538355,0.998612439753366
1218.png,2,0.0005516324980143334,0.000889261978975647,0.9985590903793458
1219.png,1,0.005253806066656345,0.6821564482143677,0.31258975268568423
1220.png,1,0.0065037710319956945,0.8565100936977983,0.13698613576869278
1221.png,2,0.0002468367429888323,0.0014721414675188701,0.9982810409374665
1222.png,2,0.0003160610096497521,0.036671246639257235,0.9630127294394546
1223.png,2,0.00022107050847234195,0.00489673090059582,0.9948821903290558
1224.png,1,0.005506666207802701,0.9826013802195344,0.011891917931738862
1225.png,2,0.0005739574533995995,0.0009299260766480555,0.9984961093163942
1226.png,2,0.00028943173987271197,0.00161758456190393,0.9980930107317306
1227.png,2,0.0005624733208510491,0.0010732684186807453,0.9983642563601747
1228.png,2,0.00015880353121856727,0.01133691426800364,0.9885042057915925
1229.png,0,0.9951519904909851,0.003414014903094189,0.001434047054521378
1230.png,1,0.00789801026889467,0.987397070233107,0.004704930963743111
1231.png,1,0.010694824799272836,0.9859462334941131,0.0033589492762083105
1232.png,2,0.0004012396948830273,0.0009286920994554159,0.9986701027126283
1233.png,1,0.004978800446126211,0.9731078100772323,0.021913403142635818
1234.png,2,0.00020099090311267206,0.00235812005160676,0.9974408698963533
1235.png,2,0.0004195163482418559,0.0010050729936621366,0.9985754638170594
1236.png,2,0.0005957894979004411,0.0010554597005322777,0.9983487560026246
1237.png,2,0.0006136758779889459,0.00243200077833253,0.996954250446489
1238.png,2,0.0007609952733999738,0.0016169784480401,0.9976219994262634
1239.png,2,0.00044289670354394063,0.001814911475988525,0.9977421896229919
1240.png,2,0.0005991913189090897,0.0010080974916163788,0.9983927338105744
1241.png,2,0.0006050985053184232,0.0009733712987348915,0.9984214887827882
1242.png,2,0.000577744491034733,0.0009141144218505174,0.998508158307132
1243.png,2,0.0008658208916417027,0.07787306533007356,0.9212610676345443
1244.png,2,0.0011438549874313662,0.27458975522847495,0.7242663768342164
1245.png,2,0.0005302582962349761,0.0008991386935257264,0.998570603018448
1246.png,0,0.9944677830216431,0.003949178917444057,0.0015830859202555796
1247.png,1,0.022910914501493122,0.97057855413443,0.006510515071877406
1248.png,2,0.00025280231759562596,0.0023937295158781703,0.9973534450220551
1249.png,2,0.00031187505069030236,0.0012704383336062317,0.9984176770929627
1250.png,2,0.0008285295272515601,0.4341006267303757,0.5650708425113431
1251.png,2,0.0004966233081082536,0.0008919649598741438,0.9986114501623811
1252.png,2,0.00045400835956236626,0.0009063581676553539,0.9986396582295929
1253.png,1,0.005210176326050126,0.9891521246512438,0.005637693741327605
1254.png,2,0.000549090858702785,0.0008918349139543362,0.9985590338578735
1255.png,1,0.005126489310080751,0.9893954279213533,0.005478121938994795
1256.png,2,0.000525786760203893,0.0009675753223809137,0.9985065686060852
1257.png,2,0.0004390411279790103,0.0009897593368880936,0.9985711933253509
1258.png,2,0.000381677148769227,0.0010183589597143904,0.9985999835202546
1259.png,2,0.00050906139313838,0.1416571469423271,0.8578338009519211
1260.png,2,0.0007681024987955252,0.40505981518058015,0.5941720978019501
1261.png,2,0.00034219462315203516,0.0075560257581386205,0.992101782339798
1262.png,2,0.0003887501496660898,0.0009894122238513464,0.9986218524536132
1263.png,1,0.0029397548878878975,0.9530479996266022,0.04401226106651101
1264.png,1,0.00538139531861769,0.9887325720012956,0.005886033303194318
1265.png,2,0.0004056566513780016,0.0012947629533541002,0.9982995656762574
1266.png,2,0.0003928601283199723,0.0012676753683415552,0.9983394370140533
1267.png,1,0.01812379942257344,0.9792311253406754,0.0026450703018865928
1268.png,1,0.004742248206187232,0.9886627880995422,0.006594969258865805
1269.png,1,0.015053243320174511,0.9824515478684523,0.002495219875454338
1270.png,1,0.005998947073964946,0.9885003907486297,0.005500665785912243
1271.png,2,0.0005116221417289391,0.0008822445309552635,0.9986061422018067
1272.png,2,0.0004923078077564274,0.0009021247865345091,0.9986055834909852
1273.png,2,0.0004092636136383625,0.015023091312897766,0.9845676228288986
1274.png,2,0.0002875751842699748,0.0025860674544889166,0.9971263691213196
1275.png,2,0.0004642383362879323,0.001004217942652991,0.9985315487883027
1276.png,2,0.0005087437902684097,0.0009021841742234349,0.9985890717125521
1277.png,2,0.00034805574666515207,0.0020150077229395655,0.9976369025023011
